threshold,precision,recall
0.00840166339752882,0.1336322869955157,1.0
0.009947834695966835,0.13375224416517056,1.0
0.013052283088790929,0.1341134113411341,1.0
0.014082614513524605,0.13423423423423422,1.0
0.014202929939149914,0.13435527502254282,1.0
0.014887236429498537,0.13447653429602888,1.0
0.014923423038347374,0.13459801264679314,1.0
0.015048234254740134,0.13471971066907776,1.0
0.01610966484014296,0.134841628959276,1.0
0.016459310206642423,0.13520871143375682,1.0
0.016667790182057884,0.13533151680290645,1.0
0.016826630428951602,0.13545454545454547,1.0
0.01706583660428088,0.13557779799818018,1.0
0.017578323677159103,0.13570127504553733,1.0
0.017986459932386976,0.1358249772105743,1.0
0.01799529534406038,0.13594890510948904,1.0
0.018176461720462687,0.13607305936073058,1.0
0.018234889443120045,0.13619744058500913,1.0
0.01889410132935498,0.13632204940530648,1.0
0.01895122870411177,0.13644688644688643,1.0
0.01909212417022683,0.13657195233730524,1.0
0.02018141698554205,0.13669724770642203,1.0
0.02059429529811278,0.13682277318640956,1.0
0.02070974514171412,0.13694852941176472,1.0
0.020944270572401624,0.13707451701931922,1.0
0.021052127860800365,0.13720073664825047,1.0
0.02162539531323585,0.13732718894009216,1.0
0.021855022637795245,0.13745387453874539,1.0
0.02222337531934003,0.13758079409048937,1.0
0.022392120682918067,0.1377079482439926,1.0
0.023453646593020145,0.13783533765032377,1.0
0.02349879320109564,0.13796296296296295,1.0
0.02384265069727535,0.1380908248378128,1.0
0.023877923104132132,0.13821892393320964,1.0
0.02419628459452876,0.13834726090993502,1.0
0.024417772698878428,0.13847583643122677,1.0
0.024776228832348722,0.1386046511627907,1.0
0.025369497341562193,0.1387337057728119,1.0
0.025451546449337868,0.13886300093196646,1.0
0.025646049342802454,0.13899253731343283,1.0
0.02576551415398315,0.13912231559290383,1.0
0.025999590682767096,0.13925233644859814,1.0
0.02608821050834386,0.13938260056127222,1.0
0.026320254783723886,0.13951310861423222,1.0
0.026365201019968816,0.13964386129334583,1.0
0.026631506476483827,0.1397748592870544,1.0
0.026841976134228816,0.13990610328638498,1.0
0.026845021111196656,0.1400375939849624,1.0
0.026891579197420277,0.14016933207902163,1.0
0.02691217882076848,0.14030131826741996,1.0
0.02693433216140082,0.14043355325164938,1.0
0.026985645515355768,0.14056603773584905,1.0
0.027002635270047905,0.14069877242681775,1.0
0.027268013461541268,0.14083175803402648,1.0
0.027351023319105244,0.14096499526963102,1.0
0.02766792991558259,0.14109848484848486,1.0
0.02780639097364509,0.14123222748815165,1.0
0.027837546540917635,0.1413662239089184,1.0
0.02786479378819863,0.14150047483380818,1.0
0.0279337758512599,0.14163498098859315,1.0
0.028078750838215212,0.14176974310180782,1.0
0.02822497736790013,0.1419047619047619,1.0
0.028593398176768148,0.14204003813155386,1.0
0.0287453076639706,0.14217557251908397,1.0
0.028752454236697086,0.14231136580706782,1.0
0.028770773654032578,0.14244741873804972,1.0
0.028771149708245652,0.14258373205741626,1.0
0.0288887379080272,0.14272030651340997,1.0
0.028904030966150088,0.14285714285714285,1.0
0.02922014289793567,0.14299424184261036,1.0
0.029264306894535744,0.1431316042267051,1.0
0.02929844944006521,0.14326923076923076,1.0
0.02933033049530511,0.14340712223291627,1.0
0.029348227117983603,0.14354527938342967,1.0
0.02945376426718341,0.14368370298939248,1.0
0.02947255283490541,0.1438223938223938,1.0
0.02958750148679608,0.14396135265700483,1.0
0.029593669833335758,0.14410058027079303,1.0
0.029676150671986076,0.1442400774443369,1.0
0.02968985359253217,0.14437984496124032,1.0
0.029696781418570732,0.14451988360814744,1.0
0.029711002778698696,0.14466019417475728,1.0
0.029911091224506477,0.14480077745383868,1.0
0.02992330152839524,0.14494163424124515,1.0
0.030148072735595707,0.1450827653359299,1.0
0.030149472121072832,0.145224171539961,1.0
0.03036752806839701,0.14536585365853658,1.0
0.03040426234961387,0.1455078125,1.0
0.03097926767985754,0.14565004887585534,1.0
0.031131147637698302,0.14579256360078277,1.0
0.0313146275945492,0.14593535749265427,1.0
0.03137915876997143,0.14607843137254903,1.0
0.03167682927830958,0.14622178606476938,1.0
0.03167745885502509,0.14636542239685657,1.0
0.03170106744697016,0.14650934119960668,1.0
0.03177229072861112,0.1466535433070866,1.0
0.03184387966211753,0.14679802955665025,1.0
0.031917656654910656,0.14694280078895464,1.0
0.03196850169187244,0.14708785784797632,1.0
0.032030694798638154,0.14723320158102768,1.0
0.03211718483841642,0.14781746031746032,1.0
0.032482838799140684,0.14796425024826215,1.0
0.032730736561609165,0.1481113320079523,1.0
0.032918339209323015,0.1482587064676617,1.0
0.03317119290513333,0.14840637450199204,1.0
0.03322039799829904,0.1485543369890329,1.0
0.03351101345471109,0.14870259481037923,1.0
0.033516879655993946,0.14885114885114886,1.0
0.03354118671654301,0.149,1.0
0.03396500383431735,0.14914914914914915,1.0
0.034054590425955766,0.1492985971943888,1.0
0.03411894875363187,0.14944834503510532,1.0
0.03424634827915319,0.1495983935742972,1.0
0.03425763385899732,0.14974874371859295,1.0
0.034321547965254544,0.14989939637826963,1.0
0.03440004527711532,0.1500503524672709,1.0
0.03474697241785766,0.1502016129032258,1.0
0.0347551953165874,0.1503531786074672,1.0
0.034843506243803175,0.1505050505050505,1.0
0.03504263620618738,0.1506572295247725,1.0
0.035051614634185144,0.1508097165991903,1.0
0.03511721336100748,0.15096251266464034,1.0
0.03526581152207167,0.1511156186612576,1.0
0.035305960356363804,0.15126903553299492,1.0
0.03538723472273823,0.15142276422764228,1.0
0.03550676844063111,0.1515768056968464,1.0
0.03550900685423051,0.15173116089613034,1.0
0.035588660427305636,0.15188583078491336,1.0
0.03584154615538445,0.1520408163265306,1.0
0.03593651648922664,0.15219611848825332,1.0
0.0359411339657773,0.1523517382413088,1.0
0.035948751872449745,0.15250767656090072,1.0
0.0359582128001544,0.1526639344262295,1.0
0.03609255592211834,0.15282051282051282,1.0
0.03633184577017819,0.15297741273100615,1.0
0.036366422581339417,0.15313463514902365,1.0
0.03642107974789964,0.15329218106995884,1.0
0.03658423064267468,0.15345005149330587,1.0
0.03679525704587552,0.15360824742268042,1.0
0.03684484186702574,0.15376676986584106,1.0
0.037172926821464905,0.15392561983471073,1.0
0.037360049424725504,0.15408479834539815,1.0
0.03755307505852444,0.15424430641821946,1.0
0.037972528469457034,0.1544041450777202,1.0
0.038271212480583905,0.1545643153526971,1.0
0.0382883215815996,0.15472481827622014,1.0
0.038327987506048045,0.1548856548856549,1.0
0.03841633028020218,0.1550468262226847,1.0
0.03890161249000669,0.15520833333333334,1.0
0.03894647164331817,0.1553701772679875,1.0
0.03912006207999227,0.15553235908141963,1.0
0.03918044999077267,0.15569487983281086,1.0
0.039255568179405544,0.15585774058577406,1.0
0.0393399423521711,0.15602094240837697,1.0
0.039486550725327106,0.15618448637316562,1.0
0.03976065423926381,0.15634837355718784,1.0
0.039783196461478,0.1565126050420168,1.0
0.03993382019252816,0.15667718191377497,1.0
0.03996347694894502,0.1568421052631579,1.0
0.039966017904958795,0.15700737618545837,1.0
0.04025543882059299,0.1571729957805907,1.0
0.040374839123220506,0.1573389651531151,1.0
0.04037675341066468,0.15750528541226216,1.0
0.040500115108069765,0.15767195767195769,1.0
0.04050493828987377,0.15783898305084745,1.0
0.04110896676231179,0.15800636267232238,1.0
0.04128528670855191,0.15817409766454352,1.0
0.04131435777233725,0.15834218916046758,1.0
0.04132918626767722,0.15851063829787235,1.0
0.041331353793796,0.15867944621938232,1.0
0.041683973880201605,0.15884861407249468,1.0
0.04189046339376331,0.15901814300960512,1.0
0.04192690361395165,0.15918803418803418,1.0
0.042225474530284,0.15935828877005348,1.0
0.04240230798011095,0.15952890792291222,1.0
0.04250812406292353,0.15969989281886388,1.0
0.04267477439304602,0.15987124463519314,1.0
0.042903881176104865,0.16004296455424274,1.0
0.04342226477153659,0.16021505376344086,1.0
0.04347674213583418,0.1603875134553283,1.0
0.043611623800793316,0.16056034482758622,1.0
0.043665506987616655,0.16073354908306364,1.0
0.043669185565330206,0.16090712742980562,1.0
0.043791747305276844,0.16108108108108107,1.0
0.043818205401044336,0.16125541125541126,1.0
0.043956113297227095,0.16143011917659805,1.0
0.0439847675799898,0.1616052060737527,1.0
0.04410535681101469,0.16178067318132464,1.0
0.04424982897066518,0.16195652173913044,1.0
0.044262203225645225,0.16213275299238303,1.0
0.04444741600059512,0.16230936819172112,1.0
0.044570063673199524,0.1624863685932388,1.0
0.04477335214605054,0.16266375545851527,1.0
0.04488275837270291,0.1628415300546448,1.0
0.04500661902527653,0.16301969365426697,1.0
0.04501293963182114,0.16319824753559695,1.0
0.04521512519355795,0.16337719298245615,1.0
0.045263947717313346,0.16355653128430298,1.0
0.045571990210573954,0.16373626373626374,1.0
0.04582923815613302,0.1639163916391639,1.0
0.04636099866496537,0.16409691629955947,1.0
0.04657939965623644,0.16427783902976847,1.0
0.046642463932341054,0.16445916114790288,1.0
0.04677364653195645,0.16464088397790055,1.0
0.04691497460124711,0.16482300884955753,1.0
0.04696528396350421,0.16500553709856036,1.0
0.047111245169263585,0.16518847006651885,1.0
0.04714278113230485,0.16537180910099888,1.0
0.04730788151888256,0.16555555555555557,1.0
0.04738065877361934,0.1657397107897664,1.0
0.04741180767920338,0.16592427616926503,1.0
0.04744170624793375,0.16610925306577481,1.0
0.047486991422468344,0.16629464285714285,1.0
0.04759746592311125,0.1664804469273743,1.0
0.04770630993919405,0.16666666666666666,1.0
0.04774897557229969,0.16685330347144456,1.0
0.047780759364948494,0.16704035874439463,1.0
0.04800731652931936,0.16722783389450055,1.0
0.04804278793923535,0.16741573033707866,1.0
0.04813869078987461,0.16760404949381327,1.0
0.048164225204943456,0.1677927927927928,1.0
0.04843529358397542,0.16798196166854565,1.0
0.04850027307560043,0.16817155756207675,1.0
0.04855371373144465,0.16836158192090395,1.0
0.04867754012735101,0.16855203619909503,1.0
0.04884715795228429,0.16874292185730463,1.0
0.04885329282427952,0.1689342403628118,1.0
0.048950062073398394,0.16912599318955732,1.0
0.04909041218453594,0.1693181818181818,1.0
0.04920089474813436,0.1695108077360637,1.0
0.04924785105589929,0.16970387243735763,1.0
0.04973292450364865,0.16989737742303307,1.0
0.049771897062844565,0.17009132420091325,1.0
0.04978876768595778,0.1702857142857143,1.0
0.049850828291529745,0.17048054919908467,1.0
0.04991388321084896,0.1706758304696449,1.0
0.049945627286387136,0.17087155963302753,1.0
0.050228535771001094,0.17106773823191734,1.0
0.05041571983713573,0.17126436781609194,1.0
0.05062714500212721,0.1714614499424626,1.0
0.0506517373750034,0.1716589861751152,1.0
0.05086107654859671,0.17185697808535177,1.0
0.05091055190315329,0.1720554272517321,1.0
0.05091723508537348,0.1722543352601156,1.0
0.050976122538237176,0.1724537037037037,1.0
0.05104191108033849,0.17265353418308227,1.0
0.05106901320526423,0.1728538283062645,1.0
0.05111540817010634,0.17305458768873402,1.0
0.0512237515283386,0.17325581395348838,1.0
0.051338714247766586,0.17345750873108265,1.0
0.051378666412366825,0.17365967365967366,1.0
0.05144117634251,0.17386231038506417,1.0
0.05171127710435029,0.17406542056074767,1.0
0.05176796930239558,0.1742690058479532,1.0
0.05189376470920536,0.17447306791569087,1.0
0.05191503930660021,0.1746776084407972,1.0
0.051987718647342515,0.17488262910798122,1.0
0.05210156329149089,0.17508813160987075,1.0
0.052107968862476574,0.17529411764705882,1.0
0.05211081737704752,0.17550058892815076,1.0
0.052130431188508734,0.17570754716981132,1.0
0.05217449314432864,0.17591499409681227,1.0
0.05232140818310158,0.17612293144208038,1.0
0.052494465684830835,0.17633136094674556,1.0
0.0525163241098411,0.17654028436018956,1.0
0.05253156701618697,0.1767497034400949,1.0
0.052559647438191325,0.17695961995249407,1.0
0.05260873824871262,0.17717003567181927,1.0
0.05276752234216796,0.1773809523809524,1.0
0.052861897424547805,0.17759237187127533,1.0
0.05318033480748667,0.17780429594272076,1.0
0.053277569721312965,0.17801672640382318,1.0
0.05335050123894372,0.17822966507177032,1.0
0.05336550134959523,0.1784431137724551,1.0
0.05348241610386551,0.17865707434052758,1.0
0.05365075084490619,0.1788715486194478,1.0
0.05377260349308704,0.17908653846153846,1.0
0.05384524313011784,0.1793020457280385,1.0
0.053944379978548875,0.17951807228915662,1.0
0.05398754568571257,0.17973462002412546,1.0
0.0541746430842774,0.17995169082125603,1.0
0.05418023695954516,0.18016928657799275,1.0
0.05418960221188092,0.18038740920096852,1.0
0.054226044623562085,0.1806060606060606,1.0
0.054355399167917845,0.1808252427184466,1.0
0.05436286142864349,0.181044957472661,1.0
0.054431659868132705,0.18126520681265207,1.0
0.05445281363935973,0.1814859926918392,1.0
0.054484945627918516,0.18170731707317073,1.0
0.05461393144421651,0.18192918192918192,1.0
0.05475868343871854,0.1821515892420538,1.0
0.055009924728075095,0.18237454100367198,1.0
0.055041259270274,0.18259803921568626,1.0
0.055176119747218595,0.18282208588957055,1.0
0.055376565868418035,0.18304668304668303,1.0
0.05542518395647261,0.18327183271832717,1.0
0.055630291732336246,0.1834975369458128,1.0
0.05567540206386583,0.18372379778051787,1.0
0.05569974120406991,0.18395061728395062,1.0
0.05582465284599306,0.1841779975278121,1.0
0.05608475014438527,0.1844059405940594,1.0
0.056167727639186774,0.18463444857496902,1.0
0.056254178986440986,0.184863523573201,1.0
0.05634949417848317,0.18509316770186335,1.0
0.056509969778892125,0.1853233830845771,1.0
0.05660497620656564,0.1855541718555417,1.0
0.056743233840404805,0.185785536159601,1.0
0.0567750660031675,0.18601747815230962,1.0
0.05697827644192245,0.18625,1.0
0.0570917242068582,0.18648310387984982,1.0
0.05732982191378791,0.18671679197994986,1.0
0.05743976922685069,0.18695106649937265,1.0
0.0575809511449517,0.1871859296482412,1.0
0.05767009053696717,0.18742138364779873,1.0
0.05768334781707027,0.18765743073047858,1.0
0.05777465343276112,0.18789407313997478,1.0
0.057880668305231496,0.18813131313131312,1.0
0.05791138871397382,0.18836915297092288,1.0
0.05814731063678101,0.18860759493670887,1.0
0.05815987058298694,0.1888466413181242,1.0
0.058335479829790926,0.18932655654383734,1.0
0.05854188538009005,0.1895674300254453,1.0
0.05870771282111249,0.18980891719745224,1.0
0.058824729276342226,0.19005102040816327,1.0
0.05894036089466465,0.19029374201787994,1.0
0.059121132421746166,0.19053708439897699,1.0
0.05927218000852043,0.19078104993597952,1.0
0.059306029642982115,0.191025641025641,1.0
0.059352845430580364,0.19127086007702182,1.0
0.05947541345386427,0.19151670951156813,1.0
0.05952901244096199,0.19176319176319176,1.0
0.059720496181781706,0.19201030927835053,1.0
0.05974956391863694,0.19225806451612903,1.0
0.05989043576175921,0.1925064599483204,1.0
0.059892455694485404,0.1927554980595084,1.0
0.06001167148624065,0.19300518134715025,1.0
0.06012056667183482,0.1932555123216602,1.0
0.06044950999491894,0.19350649350649352,1.0
0.06085244447550971,0.19375812743823148,1.0
0.06098025387770413,0.19401041666666666,1.0
0.061398290892611694,0.19426336375488917,1.0
0.061408654870124084,0.19451697127937337,1.0
0.06146103572308872,0.19477124183006536,1.0
0.06148173167717461,0.1950261780104712,1.0
0.06151938649189269,0.19528178243774574,1.0
0.06155914153469738,0.19553805774278216,1.0
0.06157359879461483,0.19579500657030224,1.0
0.06183477750745371,0.19605263157894737,1.0
0.061849195771043766,0.1963109354413702,1.0
0.062134375067693114,0.19656992084432717,1.0
0.06217583239562082,0.19682959048877147,1.0
0.062192227471843234,0.1970899470899471,1.0
0.06222698269556563,0.19735099337748344,1.0
0.06223534622705737,0.1976127320954907,1.0
0.06236095914552868,0.19787516600265603,1.0
0.06237260890043778,0.1981382978723404,1.0
0.06237521886962746,0.19840213049267644,1.0
0.06264318692084359,0.19866666666666666,1.0
0.06289077676435761,0.19893190921228304,1.0
0.06294446316590235,0.19919786096256684,1.0
0.06299559995147422,0.1994645247657296,1.0
0.06300118222154039,0.19973190348525469,1.0
0.06303198124503434,0.2,1.0
0.06305287110848659,0.20026881720430106,1.0
0.06330833526844942,0.20053835800807537,1.0
0.06332451794317114,0.20080862533692723,1.0
0.063337007165393,0.20107962213225372,1.0
0.06341073824212695,0.20135135135135135,1.0
0.06374096497446925,0.20162381596752368,1.0
0.06395140971242531,0.2018970189701897,1.0
0.06407904031235012,0.2021709633649932,1.0
0.064433857560649,0.20244565217391305,1.0
0.06444735492949989,0.20272108843537415,1.0
0.06463819984061371,0.20299727520435967,1.0
0.06471403788542356,0.20327421555252387,1.0
0.06483177104029476,0.20355191256830601,1.0
0.0650561878324271,0.20383036935704515,1.0
0.06521460129745162,0.20410958904109588,1.0
0.06530506498964121,0.20438957475994513,1.0
0.06538059452592335,0.20467032967032966,1.0
0.06538279347384678,0.20495185694635487,1.0
0.06549238652192059,0.20523415977961432,1.0
0.06566850080124333,0.20551724137931035,1.0
0.06581126876792104,0.2058011049723757,1.0
0.06592655922894969,0.20608575380359612,1.0
0.06595503421898795,0.20637119113573407,1.0
0.06596944219228042,0.20665742024965325,1.0
0.06604679850252634,0.20694444444444443,1.0
0.06626481366788124,0.20723226703755215,1.0
0.06633657160259626,0.2075208913649025,1.0
0.0663423882707873,0.20781032078103207,1.0
0.06666986896674303,0.20810055865921787,1.0
0.06678314440350606,0.2083916083916084,1.0
0.06689480733167458,0.20868347338935575,1.0
0.06717643359849353,0.20897615708274894,1.0
0.06723252498618917,0.20926966292134833,1.0
0.06732517975533242,0.20956399437412096,1.0
0.06736820169968422,0.20985915492957746,1.0
0.06755001296681609,0.21015514809590974,1.0
0.06762438541911886,0.21045197740112995,1.0
0.06777956099118142,0.21074964639321075,1.0
0.06786341769446573,0.21104815864022664,1.0
0.06790698832980092,0.21134751773049645,1.0
0.06811363830720515,0.21164772727272727,1.0
0.06824233367893551,0.2119487908961593,1.0
0.06832879138047482,0.21225071225071226,1.0
0.06843001209574077,0.21255349500713266,1.0
0.06857985249004814,0.21285714285714286,1.0
0.0686294342027003,0.21316165951359084,1.0
0.06868163520826633,0.2134670487106017,1.0
0.06870652264311589,0.21377331420373027,1.0
0.06935136438114818,0.21408045977011494,1.0
0.06952469904799825,0.2143884892086331,1.0
0.06962012762874423,0.21469740634005763,1.0
0.06963310676870697,0.215007215007215,1.0
0.06970084089627113,0.2153179190751445,1.0
0.06970594655355387,0.21562952243125905,1.0
0.07014153076393358,0.21594202898550724,1.0
0.07017145048368476,0.216255442670537,1.0
0.07033551370191206,0.21656976744186046,1.0
0.0703642536856074,0.21688500727802038,1.0
0.07059983033309344,0.21720116618075802,1.0
0.07077810870172867,0.21751824817518248,1.0
0.07078451433758627,0.21815519765739386,1.0
0.07081289132473993,0.218475073313783,1.0
0.07116552180091315,0.21879588839941264,1.0
0.07117554214825905,0.21911764705882353,1.0
0.07154138554381008,0.21944035346097202,1.0
0.07190486096928737,0.21976401179941002,1.0
0.07200442580762928,0.22008862629246675,1.0
0.07206754093989103,0.22041420118343194,1.0
0.07215774856899533,0.22074074074074074,1.0
0.07218506247800259,0.22106824925816024,1.0
0.07224365123661154,0.2213967310549777,1.0
0.07225470492242025,0.22172619047619047,1.0
0.07245551285394464,0.22205663189269748,1.0
0.07258193536508337,0.22238805970149253,1.0
0.07282707709671024,0.2227204783258595,1.0
0.07312325339126484,0.22305389221556887,1.0
0.07320091879145801,0.22338830584707647,1.0
0.07321936504947058,0.22372372372372373,1.0
0.07339281652575884,0.22406015037593985,1.0
0.07345537093908863,0.22439759036144577,1.0
0.07351611519801333,0.22473604826546004,1.0
0.07356291161561986,0.22507552870090636,1.0
0.07358727890350099,0.2254160363086233,1.0
0.0735896946077558,0.22575757575757577,1.0
0.07359266285546404,0.22610015174506828,1.0
0.07370197897281634,0.22644376899696048,1.0
0.07385453852790905,0.2267884322678843,1.0
0.07385620159526674,0.22713414634146342,1.0
0.07409668872121401,0.22748091603053436,1.0
0.07416657578342145,0.22782874617737003,1.0
0.07423668972600046,0.22817764165390506,1.0
0.07424740966861096,0.2285276073619632,1.0
0.07439763286110458,0.22887864823348694,1.0
0.07442515688323374,0.22923076923076924,1.0
0.07496805665984504,0.2295839753466872,1.0
0.07498069504657426,0.22993827160493827,1.0
0.07501906120671999,0.2302936630602782,1.0
0.07503482731355843,0.2306501547987616,1.0
0.07517377380093687,0.2310077519379845,1.0
0.07525124108098154,0.23136645962732919,1.0
0.075357485862031,0.2317262830482115,1.0
0.0754723581999483,0.23208722741433022,1.0
0.07548980534496545,0.23244929797191888,1.0
0.07555685214559012,0.2328125,1.0
0.0761277096877425,0.23317683881064163,1.0
0.07629392625625783,0.2335423197492163,1.0
0.07643491096800778,0.23390894819466249,1.0
0.07672164257753057,0.23427672955974843,1.0
0.07673683239457371,0.2346456692913386,1.0
0.07678145886900385,0.23501577287066247,1.0
0.07679296721612214,0.2353870458135861,1.0
0.07695444731254711,0.23575949367088608,1.0
0.07701034815275161,0.23613312202852615,1.0
0.07727999507469765,0.2365079365079365,1.0
0.07755243449136599,0.2368839427662957,1.0
0.07825568344105581,0.2372611464968153,1.0
0.07829424453272578,0.23763955342902712,1.0
0.07887384355815172,0.2380191693290735,1.0
0.07887658615148173,0.2384,1.0
0.07910776106054394,0.2387820512820513,1.0
0.07914907200343253,0.2391653290529695,1.0
0.07927029428969067,0.2395498392282958,1.0
0.07939034621298281,0.23993558776167473,1.0
0.07963853173087425,0.2403225806451613,1.0
0.07986856096579094,0.2407108239095315,1.0
0.07993902824581611,0.24110032362459546,1.0
0.08006669191884708,0.24149108589951376,1.0
0.08025684367628791,0.2418831168831169,1.0
0.08032397047087833,0.24227642276422764,1.0
0.08035044668664064,0.24267100977198697,1.0
0.08040963755227767,0.24306688417618272,1.0
0.08056313119312772,0.2434640522875817,1.0
0.08067049945657788,0.24386252045826515,1.0
0.0807525607831871,0.2442622950819672,1.0
0.08086567894975649,0.2450657894736842,1.0
0.08088624844182608,0.24546952224052718,1.0
0.08093673288240105,0.24587458745874588,1.0
0.08125996980664622,0.2462809917355372,1.0
0.08132427757623086,0.24668874172185432,1.0
0.08143212240125575,0.2470978441127695,1.0
0.08155524828621086,0.24750830564784054,1.0
0.08163631548896708,0.24625623960066556,0.9932885906040269
0.08184777411076463,0.24666666666666667,0.9932885906040269
0.0818546765102823,0.24707846410684475,0.9932885906040269
0.08196116877546664,0.24790619765494137,0.9932885906040269
0.08207604722136583,0.2483221476510067,0.9932885906040269
0.08225716377865515,0.24705882352941178,0.9865771812080537
0.0822623389735368,0.2474747474747475,0.9865771812080537
0.08231495241866826,0.2478920741989882,0.9865771812080537
0.08236040975896936,0.2483108108108108,0.9865771812080537
0.08241644005592269,0.24873096446700507,0.9865771812080537
0.08259435394422707,0.24915254237288137,0.9865771812080537
0.08277470834900018,0.2495755517826825,0.9865771812080537
0.0830326803626904,0.25,0.9865771812080537
0.08314140269551698,0.2504258943781942,0.9865771812080537
0.08341864676902735,0.2508532423208191,0.9865771812080537
0.08351828780886748,0.2512820512820513,0.9865771812080537
0.08357743573131798,0.2517123287671233,0.9865771812080537
0.08371777487462971,0.2521440823327616,0.9865771812080537
0.0837953482323331,0.25257731958762886,0.9865771812080537
0.08390483215474057,0.25301204819277107,0.9865771812080537
0.08440990351497474,0.253448275862069,0.9865771812080537
0.08444659326876612,0.2538860103626943,0.9865771812080537
0.08468534484743236,0.25432525951557095,0.9865771812080537
0.08480732085451681,0.25476603119584057,0.9865771812080537
0.0848468588860667,0.2552083333333333,0.9865771812080537
0.08504673386409092,0.25565217391304346,0.9865771812080537
0.08521080209980453,0.25609756097560976,0.9865771812080537
0.08533683472313008,0.25654450261780104,0.9865771812080537
0.08534090768120832,0.256993006993007,0.9865771812080537
0.08565445959088279,0.2574430823117338,0.9865771812080537
0.08576004941801656,0.2578947368421053,0.9865771812080537
0.0865070310314215,0.2583479789103691,0.9865771812080537
0.08666592267236375,0.25880281690140844,0.9865771812080537
0.08668893691080966,0.25925925925925924,0.9865771812080537
0.08670531413485155,0.2597173144876325,0.9865771812080537
0.08700262036871205,0.26017699115044246,0.9865771812080537
0.08714681912749087,0.26063829787234044,0.9865771812080537
0.08724768998275047,0.261101243339254,0.9865771812080537
0.08733243685263681,0.2615658362989324,0.9865771812080537
0.08743816368881158,0.2620320855614973,0.9865771812080537
0.0875375243535056,0.2625,0.9865771812080537
0.0875404000061897,0.2629695885509839,0.9865771812080537
0.087558506540573,0.26344086021505375,0.9865771812080537
0.08764127280763932,0.2639138240574506,0.9865771812080537
0.08799143513548124,0.2643884892086331,0.9865771812080537
0.08830635907359052,0.2648648648648649,0.9865771812080537
0.08832497411209175,0.26534296028880866,0.9865771812080537
0.08856127857346655,0.26582278481012656,0.9865771812080537
0.08864415214117059,0.266304347826087,0.9865771812080537
0.08870176690315412,0.26678765880217786,0.9865771812080537
0.08872250503261368,0.2672727272727273,0.9865771812080537
0.08876784267051066,0.2677595628415301,0.9865771812080537
0.0889920916779783,0.26824817518248173,0.9865771812080537
0.08940278311011894,0.2687385740402194,0.9865771812080537
0.08940733489533718,0.2692307692307692,0.9865771812080537
0.08950213405833464,0.26972477064220185,0.9865771812080537
0.08998887846335113,0.2702205882352941,0.9865771812080537
0.09004722661597221,0.27071823204419887,0.9865771812080537
0.09021168071016575,0.27121771217712176,0.9865771812080537
0.09027472494622271,0.27171903881700554,0.9865771812080537
0.09032875762860877,0.2722222222222222,0.9865771812080537
0.09050016335984822,0.2727272727272727,0.9865771812080537
0.09071748630825188,0.2732342007434944,0.9865771812080537
0.09077264091195783,0.2737430167597765,0.9865771812080537
0.09091454667239915,0.27425373134328357,0.9865771812080537
0.09095192472894824,0.27476635514018694,0.9865771812080537
0.09096228966712848,0.2752808988764045,0.9865771812080537
0.0910689590350724,0.275797373358349,0.9865771812080537
0.09123136798485683,0.27631578947368424,0.9865771812080537
0.09133277733528897,0.2768361581920904,0.9865771812080537
0.09135238391811185,0.27735849056603773,0.9865771812080537
0.09146924104817457,0.2784090909090909,0.9865771812080537
0.09147104566684779,0.27893738140417457,0.9865771812080537
0.09157111322184497,0.279467680608365,0.9865771812080537
0.09174111476002757,0.28,0.9865771812080537
0.09185859733802197,0.28053435114503816,0.9865771812080537
0.09189044042347219,0.28107074569789675,0.9865771812080537
0.09224044588398296,0.28160919540229884,0.9865771812080537
0.09226918676122067,0.2821497120921305,0.9865771812080537
0.09251803901097452,0.2826923076923077,0.9865771812080537
0.09264858385105,0.2832369942196532,0.9865771812080537
